☘️4GTV,#genre# 
BBC NEWS,http://149.104.24.69:5000/hami/OTT_LIVE_0000001527
CNN 国际新闻台,http://149.104.24.69:5000/hami/OTT_LIVE_0000002003
CNN 头条新闻台(HLN),http://149.104.24.69:5000/hami/OTT_LIVE_0000002004
中央气象署影音频道,http://149.104.24.69:5000/hami/OTT_LIVE_0000001508
🌸小台灣2,#genre#
民视,rtmp://f13h.mine.nu/sat/tv051
台视,rtmp://f13h.mine.nu/sat/tv071
中视,rtmp://f13h.mine.nu/sat/tv091
华视,rtmp://f13h.mine.nu/sat/tv111
非凡新闻,rtmp://f13h.mine.nu/sat/tv581
东森超视,rtmp://f13h.mine.nu/sat/tv331
纬来体育,rtmp://f13h.mine.nu/sat/tv721
纬来育乐,rtmp://f13h.mine.nu/sat/tv701
纬来日本,rtmp://f13h.mine.nu/sat/tv771
MoMo综合,rtmp://f13h.mine.nu/sat/tv761
台湾体育1,rtmp://9hv9.mine.nu/sat/md011
台湾体育3,rtmp://9hv9.mine.nu/sat/md021
DAZN体育-1,rtmp://f13h.mine.nu/sat/tv731
DAZN体育-2,rtmp://f13h.mine.nu/sat/tv741
大爱一台,https://pulltv1.wanfudaluye.com/live/tv1.m3u8
大爱二台,https://pulltv2.wanfudaluye.com/live/tv2.m3u8
TVBSNEWS,http://61.221.215.25:8800/hls/9/index.m3u8
八大戏剧,http://61.221.215.25:8800/hls/39/index.m3u8
八大第一,http://61.221.215.25:8800/hls/55/index.m3u8
八大综合,http://61.221.215.25:8800/hls/56/index.m3u8
三立戏剧,http://61.221.215.25:8800/hls/41/index.m3u8
AMC电影台,http://61.221.215.25:8800/hls/43/index.m3u8
纬来精彩,http://61.221.215.25:8800/hls/48/index.m3u8
探索亚洲,http://61.221.215.25:8800/hls/50/index.m3u8
NHKWORLD,http://61.221.215.25:8800/hls/51/index.m3u8
动物星球,http://61.221.215.25:8800/hls/57/index.m3u8
凤凰资讯,http://61.221.215.25:8800/hls/47/index.m3u8
三立台湾,http://125.227.210.55:8160/VideoInput/play.ts
BLOOMBERG,http://125.227.210.55:8161/VideoInput/play.ts
CN卡通,http://125.227.210.55:8167/VideoInput/play.ts
TVBS新闻,http://125.227.210.55:8186/VideoInput/play.ts
三立新闻,http://125.227.210.55:8162/VideoInput/play.ts
BBCNEW,http://125.227.210.55:8165/VideoInput/play.ts
CNNNEW,http://125.227.210.55:8166/VideoInput/play.ts
环球电视台,http://zb.xzxwhcb.com:9999/hls/world.m3u8
中华小当家,http://61.221.215.25:8800/hls/40/index.m3u8
纬来体育,http://125.227.210.55:8155/VideoInput/play.ts
食尚玩家,http://125.227.210.55:8187/VideoInput/play.ts
CINEMAX,http://203.75.191.130:8151/VideoInput/play.ts
Cnbc new,http://203.75.191.130:8152/VideoInput/play.ts
HBO HD,http://203.75.191.130:8153/VideoInput/play.ts
Discovery,http://203.75.191.130:8154/VideoInput/play.ts
纬来体育台,http://203.75.191.130:8155/VideoInput/play.ts
民视新闻台,http://203.75.191.130:8157/VideoInput/play.ts
台视HD,http://203.75.191.130:8158/VideoInput/play.ts
三立台湾台,http://203.75.191.130:8160/VideoInput/play.ts
Bloomberg,http://203.75.191.130:8161/VideoInput/play.ts
三立新闻,http://203.75.191.130:8162/VideoInput/play.ts
华视HD,http://203.75.191.130:8163/VideoInput/play.ts
公视,http://203.75.191.130:8164/VideoInput/play.ts
BBC new,http://203.75.191.130:8165/VideoInput/play.ts
CNN new,http://203.75.191.130:8166/VideoInput/play.ts
CN卡通,http://203.75.191.130:8167/VideoInput/play.ts
TVRI,http://203.75.191.130:8172/VideoInput/play.ts
NET,http://203.75.191.130:8173/VideoInput/play.ts
中视HD,http://203.75.191.130:8174/VideoInput/play.ts
CCTV4,http://203.75.191.130:8175/VideoInput/play.ts
TVBS新闻台,http://203.75.191.130:8186/VideoInput/play.ts
TVBS欢乐台,http://203.75.191.130:8187/VideoInput/play.ts
TVBS HD,http://203.75.191.130:8188/VideoInput/play.ts
YTN台,http://203.75.191.130:17478/VideoInput/play.ts
NHK JAPAN台,http://203.75.191.130:35802/VideoInput/play.ts
PBS台,http://203.75.191.130:36950/VideoInput/play.ts
凤凰HD台,http://203.75.191.130:39004/VideoInput/play.ts
DW台,http://203.75.191.130:42534/VideoInput/play.ts
KOREA台,http://203.75.191.130:48553/VideoInput/play.ts
Mainu台,http://203.75.191.130:51359/VideoInput/play.ts
NHK BSP,http://203.75.191.130:60116/VideoInput/play.ts
TV5台,http://203.75.191.130:15533/VideoInput/play.ts
💫安博,#genre# 
东森新闻,http://z88.ubtvfans.com/live/rx1/2766/7c8313f0387637d3abec8b79823b551c/index.m3u8
东森新闻,http://z88.ubtvfans.com/live/rx2/1358/7eb08c8701281a6117ea7b14e3e55ffc/index.m3u8
东森新闻,http://z88.ubtvfans.com/live/rx4/1025/120101fea9b83efc1e1567b35983558b/index.m3u8
东森亚洲,http://z88.ubtvfans.com/live/rx1/3/e02dd030dc43d7e25fd8288fc9c22a11/index.m3u8
东森财经,http://z88.ubtvfans.com/live/rx2/12/79e2953f288da7484cd18641c899c9d6/index.m3u8
民视新闻,http://z88.ubtvfans.com/live/rx2/13/f93a0f8a834cc683db383d5c8b12eb18/index.m3u8
TVBS新闻,http://z88.ubtvfans.com/live/rx4/2736/bfdca7e2a9b0141e6716a43f90e93d22/index.m3u8
TVBS新闻,http://z88.ubtvfans.com/live/rx2/2/04c1c443d4f9f5983c9e9a491ba05f05/index.m3u8
台视财经,http://z88.ubtvfans.com/live/rx1/300/56b15fc6b228e2e43d2873bd97b6ea9d/index.m3u8
华视新闻,http://z88.ubtvfans.com/live/rx1/2424/67ae228e0af437f5e3fe36689ac1cac9/index.m3u8
三立新闻,http://z88.ubtvfans.com/live/rx2/43/a2a42f6d385474b87e182c306a9c370d/index.m3u8
三立新闻,http://z88.ubtvfans.com/live/rx1/2794/06cd115365b5095465cb62fa04427e1f/index.m3u8
非凡新闻,http://z88.ubtvfans.com/live/rx3/3236/e09419572785f3cef13fdf70391f18af/index.m3u8
非凡新闻,http://z88.ubtvfans.com/live/rx1/2795/4b1b623041120e96c24bbb6c729c5b0d/index.m3u8
寰宇台湾,http://z88.ubtvfans.com/live/rx1/87/4a23c542d935fa907129b1c6eebde86f/index.m3u8
民视,http://z88.ubtvfans.com/live/rx1/336/52df001ee54d5a0069363a98d89b7d8b/index.m3u8
民视,http://z88.ubtvfans.com/live/rx1/2805/102008c80263e9f1c2bb3a507521fcf0/index.m3u8
台视,http://z88.ubtvfans.com/live/rx1/27/cb171eb673f5738ed89b0546b7e474ac/index.m3u8
台视,http://z88.ubtvfans.com/live/rx1/326/c30e3cf1a9d2033be1ac80712fffdc12/index.m3u8
台视,http://z88.ubtvfans.com/live/rx3/312/df64913fe36fda05394f453b357c8cf8/index.m3u8
中视,http://z88.ubtvfans.com/live/rx1/333/5defc2a827d09feb516cda3182f189e8/index.m3u8
中视,http://z88.ubtvfans.com/live/rx3/1041/81c6691f6fb1e56af0e5514d863aa4bc/index.m3u8
华视,http://z88.ubtvfans.com/live/rx1/32/9b44594fd83fa796452bff38162a3202/index.m3u8
华视,http://z88.ubtvfans.com/live/rx3/2282/bcc847bd9d42841c571dc55050071613/index.m3u8
公视,http://z88.ubtvfans.com/live/rx1/86/64703ae4d9c596caa344b65be2e6cc67/index.m3u8
好消息,http://z88.ubtvfans.com/live/rx1/104/ee07571be25fcadb0ba2b662aef072db/index.m3u8
好消息,http://z88.ubtvfans.com/live/rx1/104/ee07571be25fcadb0ba2b662aef072db/index.m3u8
客家电视,http://z88.ubtvfans.com/live/rx3/76/fa5b120431ea76968b2a7363017a2025/index.m3u8
八大第一,http://z88.ubtvfans.com/live/rx1/318/e76cf0121722cdec755c818a67e5462a/index.m3u8
八大综合,http://z88.ubtvfans.com/live/rx1/3258/7da90cbc0cc5c247d6d52bc51e98024d/index.m3u8
东风卫视,http://z88.ubtvfans.com/live/rx1/3262/ecb1347dbef93804d7da43f50315d982/index.m3u8
三立台湾,http://z88.ubtvfans.com/live/rx1/21/514be81a5a3cce9ec4f3d2a9d9e4b8e0/index.m3u8
三立台湾,http://z88.ubtvfans.com/live/rx1/2436/b092782bb131a42358edd5973812efa9/index.m3u8
三立台湾,http://z88.ubtvfans.com/live/rx1/35/95b580d006ccfa063954e194114981bb/index.m3u8
三立都会,http://z88.ubtvfans.com/live/rx1/2435/a15f8b990537e8cd25f336a415380f30/index.m3u8
三立都会,http://z88.ubtvfans.com/live/rx1/38/d3a2189c91cf1ddbed698d220984ec03/index.m3u8
东森综合,http://z88.ubtvfans.com/live/rx1/372/be456746d41f8414c18f760897de0673/index.m3u8
东森综合,http://z88.ubtvfans.com/live/rx1/3254/3c427ecd56ea46b403ced80f522024dd/index.m3u8
东森超视,http://z88.ubtvfans.com/live/rx1/80/b5d0c31ab2a655f6565c3d08c9e4b0f1/index.m3u8
中天综合,http://z88.ubtvfans.com/live/rx1/3072/82fc353808368794fe365772f595ba93/index.m3u8
中天娱乐,http://z88.ubtvfans.com/live/rx1/324/fb84f373bc641f0424a893f87e1f88ba/index.m3u8
TVBS欢乐,http://z88.ubtvfans.com/live/rx1/40/8ceb045b439bef6cb1f623464f39c519/index.m3u8
八大精采,http://z88.ubtvfans.com/live/rx1/1024/08b238ed7421aede867c880e1e5c86f1/index.m3u8
JET综合,http://z88.ubtvfans.com/live/rx1/41/c1064e0a4d03c8b2afb980287575e161/index.m3u8
TVBS,http://z88.ubtvfans.com/live/rx1/2273/971d29df098a4eaf4714a260eeedd411/index.m3u8
TVBS,http://z88.ubtvfans.com/live/rx4/16/0863004f457425d84eef2152ea466eb9/index.m3u8
纬来育乐,http://z88.ubtvfans.com/live/rx3/2772/6b4a1d089f96bd4152f46f3b5fd19f77/index.m3u8
纬来日本,http://z88.ubtvfans.com/live/rx3/46/f02a81ef8894bafbc6efb82a89384917/index.m3u8
国兴卫视,http://z88.ubtvfans.com/live/rx1/65/6cf1bba1b16518a5da5dda2c42e756cc/index.m3u8
国兴卫视,http://z88.ubtvfans.com/live/rx1/3261/dc094a4037fa569499de6f7989180277/index.m3u8
八大娱乐,http://z88.ubtvfans.com/live/rx1/105/bc1daa0c7ab48bbec4ba74801befcad1/index.m3u8
好消息2,http://z88.ubtvfans.com/live/rx1/363/4f45e054be8b9d43aef8e866812fd1dd/index.m3u8
高点综合,http://z88.ubtvfans.com/live/rx1/99/18738768f6f66bc143d29a1cfd626281/index.m3u8
中天亚洲,http://z88.ubtvfans.com/live/rx1/322/adf09c9b125ca53d55e6d3504fb78dcb/index.m3u8
民视第一台,http://z88.ubtvfans.com/live/rx1/34/d6fc071b304e36d2997065d5c2545774/index.m3u8
民视台湾,http://z88.ubtvfans.com/live/rx1/36/5c8794bb35c77bc62b0f2cf402294053/index.m3u8
龙华日韩,http://z88.ubtvfans.com/live/rx1/382/18190f1b240aa61058c76fecf63c9f8e/index.m3u8
猪哥亮歌厅秀,http://z88.ubtvfans.com/live/rx1/75/a2ed12511d72325cff1e35643f55f79c/index.m3u8
ELTA娱乐台,http://z88.ubtvfans.com/live/rx1/351/2b3a1d012e72cc51d4e149ad3764d8b1/index.m3u8
韩国娱乐,http://z88.ubtvfans.com/live/rx1/73/eba8ab25f763bf59dd3fb818ffb5f6e2/index.m3u8
靖天国际,http://z88.ubtvfans.com/live/rx1/345/6825b92840880152583b41b42f9370e3/index.m3u8
靖天育乐,http://z88.ubtvfans.com/live/rx1/1029/5649a5194016999565cf8502a498f0d6/index.m3u8
靖天日本,http://z88.ubtvfans.com/live/rx1/108/30128c2cf29a96e7265023b67dacce72/index.m3u8
靖天欢乐,http://z88.ubtvfans.com/live/rx1/51/c1fefa044de5d3d4efa196bd6dbf272d/index.m3u8
三立综合,http://z88.ubtvfans.com/live/rx1/315/8960776817856d56ff0c2c66a3b54cd3/index.m3u8
三立综合,http://z88.ubtvfans.com/live/rx1/2815/7607e92022ee4906c5e74b8912b7f938/index.m3u8
三立国际,http://z88.ubtvfans.com/live/rx3/2285/6a8add031ee3407648e3eb8731932206/index.m3u8
靖天资讯,http://z88.ubtvfans.com/live/rx2/49/84ed3f5b844bee3715410ddc1b66cf39/index.m3u8
靖天综合,http://z88.ubtvfans.com/live/rx1/308/627a8486708e9b56975ce7a3ce565780/index.m3u8
中视经典,http://z88.ubtvfans.com/live/rx2/185/f3eea6613c962db1e6bdc2124f9c9208/index.m3u8
中视菁采,http://z88.ubtvfans.com/live/rx1/74/d5f759bebfdb3c8726a5d7b788512f63/index.m3u8
TVBS精采,http://z88.ubtvfans.com/live/rx1/66/57acefb7578c8b5b01f7e4d3a23e65f0/index.m3u8
TVBS精采,http://z88.ubtvfans.com/live/rx3/117/f48d0361091239ad170c5d8185ae50a9/index.m3u8
ELTA综合,http://z88.ubtvfans.com/live/rx1/1137/1b0fe62ac4c7f524733c208ea6f0ed21/index.m3u8
TVN台湾版,http://z88.ubtvfans.com/live/rx3/2288/6e627b4e8a65eec3773d6f8a33c9648d/index.m3u8
东森戏剧,http://z88.ubtvfans.com/live/rx1/2825/27bc99acf387e6446aa6958bfc1d9444/index.m3u8
东森戏剧,http://z88.ubtvfans.com/live/rx1/321/6e310925fa2aa6e7274b236cc99685ac/index.m3u8
八大戏剧,http://z88.ubtvfans.com/live/rx1/81/a3e860d21cf5f6252eb7d08ed1abd29b/index.m3u8
纬来戏剧,http://z88.ubtvfans.com/live/rx3/339/85339de3283d33f46d4735db2f4cac1a/index.m3u8
靖天戏剧,http://z88.ubtvfans.com/live/rx1/109/a849bd2093c1a6633490ced0f66c0451/index.m3u8
靖洋戏剧,http://z88.ubtvfans.com/live/rx1/319/34284625aac41ea82c5e051aee972bdb/index.m3u8
三立戏剧,http://z88.ubtvfans.com/live/rx1/2819/e2939ea1f305919470d9d2c20fc2cb37/index.m3u8
爱尔达影剧,http://z88.ubtvfans.com/live/rx1/500/08e0c7d7739bcfbf5b321211addc793f/index.m3u8
龙华戏剧,http://z88.ubtvfans.com/live/rx3/365/a16a27244b8440091f776004d7b3b0fe/index.m3u8
龙华戏剧,http://z88.ubtvfans.com/live/rx1/2796/f37ba166e1842351b1c66a41df915e96/index.m3u8
采昌影剧,http://z88.ubtvfans.com/live/rx1/62/2a544522f0580be374f34e1823b7b4e5/index.m3u8
采昌影剧,http://z88.ubtvfans.com/live/rx1/2804/6736ffb2a774d12709b6fec4f2d30365/index.m3u8
东森电影,http://z88.ubtvfans.com/live/rx1/350/44b9d828c69ab77ac370b97682959610/index.m3u8
纬来电影,http://z88.ubtvfans.com/live/rx1/3252/1e5fc2617490832af28b647b92934999/index.m3u8
HBO HD,http://z88.ubtvfans.com/live/rx1/332/355b0e7c6284c5dd990074ade643ebb8/index.m3u8
HBO HD,http://z88.ubtvfans.com/live/rx3/2823/264829c48cc59d03c9174fe85b6e3ff9/index.m3u8
东森洋片,http://z88.ubtvfans.com/live/rx1/1128/d55d315a51ee012fb8291d8b26b24e55/index.m3u8
壹电影,http://z88.ubtvfans.com/live/rx1/2284/0bc14977af0178bcdc71d180e230321c/index.m3u8
好莱坞电影,http://z88.ubtvfans.com/live/rx1/37/e99b9288d24de4ba3379acd8560e55f4/index.m3u8
CineMAX,http://z88.ubtvfans.com/live/rx3/346/4c036b559352b19242e1b2b27c329fc7/index.m3u8
靖天映画,http://z88.ubtvfans.com/live/rx1/349/9db2ee2694bb4a6d4135c0c5e0f2762d/index.m3u8
纬来精彩,http://z88.ubtvfans.com/live/rx1/2280/c21d1805875193b4cc64293a1f26d08d/index.m3u8
龙华偶像,http://z88.ubtvfans.com/live/rx1/385/6b9f9db94ecf4a1fa93ceda0b35a01da/index.m3u8
靖天电影,http://z88.ubtvfans.com/live/rx1/110/9f1bd22a531aa9ee1549daf10b3f4f72/index.m3u8
HBOSignature,http://z88.ubtvfans.com/live/rx1/329/17436d1e6f9f65c789b3ce36100f16cb/index.m3u8
HBOSignature,http://z88.ubtvfans.com/live/rx3/2824/7c499709e04993dcdb601df47291e152/index.m3u8
HBO Hits,http://z88.ubtvfans.com/live/rx1/330/672bf68a0a682cd02168cf83418d4aef/index.m3u8
影迷数位电影,http://z88.ubtvfans.com/live/rx2/497/47e377774e7d0a3ce07f99ff309032a4/index.m3u8
影迷数位电影,http://z88.ubtvfans.com/live/rx1/2800/b34b6ed06fef6eb3ef1f9997d160bae2/index.m3u8
龙华经典,http://z88.ubtvfans.com/live/rx1/100/11455600333dc0d0e7ffc74bd012e95f/index.m3u8
龙翔时代,http://z88.ubtvfans.com/live/rx1/373/72ff9f42bc18b4d3f46d9a4a0847564e/index.m3u8
AXN台湾,http://z88.ubtvfans.com/live/rx1/2816/e5ef36f1ac98bfb819d5f3232972d391/index.m3u8
天映经典,http://z88.ubtvfans.com/live/rx3/2289/2976c22827abb434e323d7c73ca72ba0/index.m3u8
公视戏剧,http://z88.ubtvfans.com/live/rx1/69/ecb55b32f14005528db930c685772f14/index.m3u8
AXN亚洲,http://z88.ubtvfans.com/live/rx1/1066/7bcad6f5cb60f69d6bed039e22bf90b6/index.m3u8
AXN亚洲,http://z88.ubtvfans.com/live/rx3/183/62589d7b7cfa15a74915e9471032c0aa/index.m3u8
Trill恐怖电影,http://z88.ubtvfans.com/live/rx1/18/9396c2544377ae33b75b571c76726ee3/index.m3u8
龙华电影,http://z88.ubtvfans.com/live/rx1/311/6769e1d74f8e49779c875631eaf605a1/index.m3u8
龙华洋片,http://z88.ubtvfans.com/live/rx1/341/d460e01af1e2753e7f4424b4bf34522a/index.m3u8
ELTA体育1,http://z88.ubtvfans.com/live/rx1/192/7bba77084aa0d15b60323cda284c402b/index.m3u8
ELTA体育1,http://z88.ubtvfans.com/live/rx1/2729/7fea5fb664a75ca66a3da7b3287eb922/index.m3u8
ELTA体育2,http://z88.ubtvfans.com/live/rx1/193/84b86c7de96affad08cef4b0bc0e316f/index.m3u8
ELTA体育2,http://z88.ubtvfans.com/live/rx1/2730/97fe24b806fdddd91089df736dcb6904/index.m3u8
ELTA体育3,http://z88.ubtvfans.com/live/rx1/194/d9990b9bb94ee8fd70fc044ebb186f88/index.m3u8
ELTA体育3,http://z88.ubtvfans.com/live/rx1/2731/f5cd20e3b291672ee4b5ff4f13f9d630/index.m3u8
ELTA体育3-备2,http://z88.ubtvfans.com/live/rx3/2722/b0560adafc9ad3997724565a440243db/index.m3u8
ELTA体育4,http://z88.ubtvfans.com/live/rx1/2820/662425d9560b953880bbb1a9faa4bb32/index.m3u8
ELTA体育4,http://z88.ubtvfans.com/live/rx1/3255/b0473f83f6b2aeea96198dfe302bc147/index.m3u8
纬来体育,http://z88.ubtvfans.com/live/rx3/2732/4a38b4f7ff814aecc701aab67b5ea42c/index.m3u8
Eleven Sport 1,http://z88.ubtvfans.com/live/rx1/3224/74a0fc69b6b226bf9aa0103a8a2ea5eb/index.m3u8
Eleven Sport 2,http://z88.ubtvfans.com/live/rx1/301/3ae8a172c4853bd07f0a1163c4cc1a4b/index.m3u8
Z频道,http://z88.ubtvfans.com/live/rx1/1130/e739576b1aff666f9fdddf5a90b2cf92/index.m3u8
博斯无限,http://z88.ubtvfans.com/live/rx3/381/d1324a06285110c0739ef2e6e205fbca/index.m3u8
博斯无限,http://z88.ubtvfans.com/live/rx1/2797/cef20d4474f12cdf3149418b63b636e2/index.m3u8
博斯无限2,http://z88.ubtvfans.com/live/rx3/426/3c369cddf1fcfc0c1fd8f490a39fef5e/index.m3u8
博斯无限2,http://z88.ubtvfans.com/live/rx1/2798/e46d0bacdc54caf5b4cf76fc391a3f93/index.m3u8
博斯运动1,http://z88.ubtvfans.com/live/rx1/379/e713406601de52476d837004981af67e/index.m3u8
博斯运动2,http://z88.ubtvfans.com/live/rx1/380/fd0d79577114e459f4ce4b2309da4750/index.m3u8
博斯网球,http://z88.ubtvfans.com/live/rx1/498/b9e30a5ae7d2da479ba459679baa3565/index.m3u8
博斯高球1,http://z88.ubtvfans.com/live/rx1/377/f601833be1fa0a590c9f736683e44236/index.m3u8
博斯高球2,http://z88.ubtvfans.com/live/rx1/378/2669fb9de7fb40084f47f8489c3414ab/index.m3u8
博斯魅力,http://z88.ubtvfans.com/live/rx1/175/bb35c070bb8ce8d1742b24d6f727eac7/index.m3u8
亚洲旅游,http://z88.ubtvfans.com/live/rx1/2299/bb58cd1b255f58c6cf970519b8713c14/index.m3u8
探索频道,http://z88.ubtvfans.com/live/rx1/2817/c90dc5a2c0fdb1fcbd4cd0c79b96110b/index.m3u8
探索频道,http://z88.ubtvfans.com/live/rx1/1035/0081cba3900d45c5a31c20b53ef72e28/index.m3u8
动物星球,http://z88.ubtvfans.com/live/rx1/367/eba980bb5160ef3f3b17794c7929d08c/index.m3u8
国家野生（英）,http://z88.ubtvfans.com/live/rx1/1038/9b32fc6e57855ef8d8f0eec759f9ae0e/index.m3u8
视纳华仁纪实,http://z88.ubtvfans.com/live/rx1/91/fbf3ac800330583a2479794ad81148c5/index.m3u8
美食星球,http://z88.ubtvfans.com/live/rx1/3073/d86b0ec21887580d706afa6f903a80d9/index.m3u8
Globetrotter (环游旅游),http://z88.ubtvfans.com/live/rx1/114/b486b29428a82907474eaa9d8924721b/index.m3u8
Globetrotter（MOD）,http://z88.ubtvfans.com/live/rx1/3259/3c1d3084b73e86371fff90636daaf98c/index.m3u8
东森幼幼（备）,http://z88.ubtvfans.com/live/rx1/2771/f80a3de4ce304ed26c613af4bd3a171e/index.m3u8
东森幼幼（备）,http://z88.ubtvfans.com/live/rx1/371/e5a626d0c50b5b2ffc67d45f5573088f/index.m3u8
东森亚洲呦呦,http://z88.ubtvfans.com/live/rx1/293/b97bce651c119e363f86476c45894e3c/index.m3u8
靖洋卡通,http://z88.ubtvfans.com/live/rx1/348/f46f118edd38e34cf5f65affac4835dd/index.m3u8
靖天卡通,http://z88.ubtvfans.com/live/rx1/344/f2b38611a7331b79c3a6810a1f009503/index.m3u8
🇨🇳中華電信MOD,#genre#
新天地115民族台,http://220.134.74.149:2398/udp/224.1.4.81:11111
MCE我的歐洲電影,http://220.134.74.149:2398/udp/230.1.2.129:11111
amc電影台,http://220.134.74.149:2398/udp/230.1.2.157:11111
amc電影台,http://220.134.74.149:2398/udp/224.1.4.43:11111
CinemaWorld,http://220.134.74.149:2398/udp/230.1.2.222:11111
CinemaWorld,http://220.134.74.149:2398/udp/230.1.2.3:11111
CatchPlay電影台,http://220.134.74.149:2398/udp/230.1.2.217:11111
CatchPlay電影台,http://220.134.74.149:2398/udp/230.1.2.37:11111
HITS電影台,http://220.134.74.149:2398/udp/224.1.4.136:11111
Warner TV,http://220.134.74.149:2398/udp/224.1.4.234:11111
Warner TV,http://220.134.74.149:2398/udp/230.1.2.68:11111
ROCK ACTION,http://220.134.74.149:2398/udp/230.1.2.181:11111
ROCK ACTION,http://220.134.74.149:2398/udp/224.1.4.9:11111
ROCK Extreme,http://220.134.74.149:2398/udp/224.1.4.146:11111
ROCK Extreme,http://220.134.74.149:2398/udp/224.1.4.99:11111
ROCK Entertainment,http://220.134.74.149:2398/udp/224.1.4.131:11111
ROCK Entertainment,http://220.134.74.149:2398/udp/224.1.4.14:11111
罪案偵緝頻道,http://220.134.74.149:2398/udp/230.1.2.238:11111
罪案偵緝頻道,http://220.134.74.149:2398/udp/224.1.4.85:11111
影迷數位電影台,http://220.134.74.149:2398/udp/224.1.4.225:11111
影迷數位電影台,http://220.134.74.149:2398/udp/230.1.2.20:11111
影迷數位紀實台,http://220.134.74.149:2398/udp/230.1.2.23:11111
影迷數位紀實台,http://220.134.74.149:2398/udp/224.1.4.226:11111
視納華仁紀實台,http://220.134.74.149:2398/udp/224.1.4.206:11111
視納華仁紀實台,http://220.134.74.149:2398/udp/230.1.2.96:11111
美亞電影台,http://220.134.74.149:2398/udp/230.1.2.143:11111
美亞電影台,http://220.134.74.149:2398/udp/224.1.4.91:11111
采昌影劇台,http://220.134.74.149:2398/udp/224.1.4.221:11111
采昌影劇台,http://220.134.74.149:2398/udp/230.1.2.71:11111
靖天映畫,http://220.134.74.149:2398/udp/230.1.2.236:11111
靖天映畫,http://220.134.74.149:2398/udp/224.1.4.38:11111
靖天電影台,http://220.134.74.149:2398/udp/230.1.2.243:11111
靖天電影台,http://220.134.74.149:2398/udp/224.1.4.42:11111
靖天戲劇台,http://220.134.74.149:2398/udp/230.1.2.163:11111
靖天戲劇台,http://220.134.74.149:2398/udp/224.1.4.40:11111
靖天日本台,http://220.134.74.149:2398/udp/230.1.2.221:11111
靖天日本台,http://220.134.74.149:2398/udp/224.1.4.103:11111
靖天卡通台,http://220.134.74.149:2398/udp/230.1.2.162:11111
靖天卡通台,http://220.134.74.149:2398/udp/224.1.4.25:11111
靖天育樂台,http://220.134.74.149:2398/udp/230.1.2.194:11111
靖天育樂台,http://220.134.74.149:2398/udp/224.1.4.28:11111
靖天歡樂台,http://220.134.74.149:2398/udp/224.1.4.105:11111
靖天歡樂台,http://220.134.74.149:2398/udp/230.1.2.241:11111
靖天國際台,http://220.134.74.149:2398/udp/224.1.4.220:11111
靖天國際台,http://220.134.74.149:2398/udp/224.1.4.106:11111
靖天資訊台,http://220.134.74.149:2398/udp/230.1.2.184:11111
靖天資訊台,http://220.134.74.149:2398/udp/224.1.4.30:11111
靖天綜合台,http://220.134.74.149:2398/udp/224.1.4.199:11111
靖天綜合台,http://220.134.74.149:2398/udp/224.1.4.104:11111
靖洋卡通台Nice Bingo,http://220.134.74.149:2398/udp/230.1.2.161:11111
靖洋卡通台Nice Bingo,http://220.134.74.149:2398/udp/224.1.4.23:11111
靖洋戲劇台,http://220.134.74.149:2398/udp/230.1.2.240:11111
靖洋戲劇台,http://220.134.74.149:2398/udp/224.1.4.107:11111
龍華電影,http://220.134.74.149:2398/udp/224.1.4.251:11111
龍華電影,http://220.134.74.149:2398/udp/224.1.4.36:11111
龍華動畫,http://220.134.74.149:2398/udp/224.1.4.109:11111
龍華動畫,http://220.134.74.149:2398/udp/224.1.4.180:11111
龍華戲劇,http://220.134.74.149:2398/udp/224.1.4.41:11111
龍華戲劇,http://220.134.74.149:2398/udp/230.1.2.149:11111
龍華經典,http://220.134.74.149:2398/udp/224.1.4.172:11111
龍華經典,http://220.134.74.149:2398/udp/224.1.4.44:11111
龍華洋片,http://220.134.74.149:2398/udp/224.1.4.37:11111
龍華洋片,http://220.134.74.149:2398/udp/230.1.2.211:11111
龍華偶像,http://220.134.74.149:2398/udp/224.1.4.39:11111
龍華偶像,http://220.134.74.149:2398/udp/230.1.2.156:11111
龍華影劇,http://220.134.74.149:2398/udp/230.1.2.167:11111
龍華影劇,http://220.134.74.149:2398/udp/230.1.2.5:11111
愛爾達綜合台,http://220.134.74.149:2398/udp/224.1.4.114:11111
愛爾達綜合台,http://220.134.74.149:2398/udp/230.1.2.133:11111
愛爾達影劇台,http://220.134.74.149:2398/udp/224.1.4.113:11111
愛爾達影劇台,http://220.134.74.149:2398/udp/230.1.2.132:11111
華藝MBC綜合台,http://220.134.74.149:2398/udp/224.1.4.130:11111
華藝MBC綜合台,http://220.134.74.149:2398/udp/230.1.2.1:11111
華藝台灣台,http://220.134.74.149:2398/udp/224.1.4.185:11111
華藝台灣台,http://220.134.74.149:2398/udp/224.1.4.71:11111
華藝影劇台,http://220.134.74.149:2398/udp/230.1.2.17:11111
華藝影劇台,http://220.134.74.149:2398/udp/230.1.2.200:11111
寰宇綜合台,http://220.134.74.149:2398/udp/230.1.2.148:11111
寰宇綜合台,http://220.134.74.149:2398/udp/224.1.4.87:11111
寰宇財經台,http://220.134.74.149:2398/udp/230.1.2.249:11111
寰宇財經台,http://220.134.74.149:2398/udp/224.1.4.56:11111
寰宇新聞台,http://220.134.74.149:2398/udp/230.1.2.252:11111
寰宇新聞台,http://220.134.74.149:2398/udp/224.1.4.51:11111
