🐼电视公告,#genre#
安徽卫视,http://36.25.232.33:8888/udp/233.50.201.113:5140
湖北卫视,http://36.25.232.33:8888/udp/233.50.201.114:5140
黑龙江卫视,http://36.25.232.33:8888/udp/233.50.201.115:5140
东方卫视,http://36.25.232.33:8888/udp/233.50.201.125:5140
内蒙古卫视,http://36.25.232.33:8888/udp/233.50.201.148:5140
甘肃卫视,http://36.25.232.33:8888/udp/233.50.201.149:5140
海南卫视,http://36.25.232.33:8888/udp/233.50.201.55:5140
青海卫视,http://36.25.232.33:8888/udp/233.50.201.65:5140
西藏卫视,http://36.25.232.33:8888/udp/233.50.201.70:5140
陕西卫视,http://36.25.232.33:8888/udp/233.50.201.59:5140
兵团卫视,http://36.25.232.33:8888/udp/233.50.201.72:5140
山西卫视,http://36.25.232.33:8888/udp/233.50.201.51:5140
宁夏卫视,http://36.25.232.33:8888/udp/233.50.201.57:5140
广西卫视,http://36.25.232.33:8888/udp/233.50.201.49:5140
云南卫视,http://36.25.232.33:8888/udp/233.50.201.46:5140
吉林卫视,http://36.25.232.33:8888/udp/233.50.201.48:5140
中国教育一套,http://36.25.232.33:8888/udp/233.50.201.75:5140
中国教育四套,http://36.25.232.33:8888/udp/233.50.201.172:5140
凤凰卫视中文,http://36.25.232.33:8888/udp/233.50.200.191:5140
凤凰卫视资讯,http://36.25.232.33:8888/udp/233.50.200.192:5140
CGTN,http://36.25.232.33:8888/udp/233.50.201.126:5140
CGTN-西班牙语,http://36.25.232.33:8888/udp/233.50.201.36:5140
CGTN-法语,http://36.25.232.33:8888/udp/233.50.201.37:5140
CGTN-阿拉伯语,http://36.25.232.33:8888/udp/233.50.201.38:5140
CGTN-俄语,http://36.25.232.33:8888/udp/233.50.201.39:5140
钱江频道,http://36.25.232.33:8888/udp/233.50.201.132:5140
浙江经济生活,http://36.25.232.33:8888/udp/233.50.201.133:5140
浙江教育,http://36.25.232.33:8888/udp/233.50.201.134:5140
浙江民生,http://36.25.232.33:8888/udp/233.50.201.136:5140
浙江news,http://36.25.232.33:8888/udp/233.50.201.137:5140
浙江少儿,http://36.25.232.33:8888/udp/233.50.201.138:5140
杭州1综合,http://36.25.232.33:8888/udp/233.50.201.173:5140
杭州2明珠,http://36.25.232.33:8888/udp/233.50.201.174:5140
杭州3生活,http://36.25.232.33:8888/udp/233.50.201.175:5140
杭州4影视,http://36.25.232.33:8888/udp/233.50.201.176:5140
杭州5青少,http://36.25.232.33:8888/udp/233.50.201.177:5140
杭州导视,/rtp/233.50.201.182:5140
极速汽车,http://36.25.232.33:8888/udp/233.50.201.208:5140
宁波TV1,http://36.25.232.33:8888/udp/233.50.201.168:5140
宁波TV2,http://36.25.232.33:8888/udp/233.50.201.178:5140
宁波TV3,http://36.25.232.33:8888/udp/233.50.201.179:5140
宁波TV4,http://36.25.232.33:8888/udp/233.50.201.180:5140
宁波TV5,http://36.25.232.33:8888/udp/233.50.201.181:5140
温州新闻,http://36.25.232.33:8888/udp/233.50.201.87:5140
衢州新闻,http://36.25.232.33:8888/udp/233.50.201.155:5140
绍兴新闻,http://36.25.232.33:8888/udp/233.50.201.156:5140
台州-1,http://36.25.232.33:8888/udp/233.50.201.157:5140
湖州公共,http://36.25.232.33:8888/udp/233.50.201.158:5140
金华新闻,http://36.25.232.33:8888/udp/233.50.201.161:5140
丽水新闻,http://36.25.232.33:8888/udp/233.50.201.162:5140
嘉兴新闻,http://36.25.232.33:8888/udp/233.50.201.163:5140
桐乡新闻,http://36.25.232.33:8888/udp/233.50.201.169:5140
杭州导视,http://36.25.232.33:8888/udp/233.50.201.182:5140
之江记录,http://36.25.232.33:8888/udp/233.50.202.25:5140
优优宝贝,http://36.25.232.33:8888/udp/233.50.202.24:5140
YMG新闻,/rtp/233.50.201.159:5140
法制天地,http://36.25.232.33:8888/udp/233.50.201.191:5140
金鹰卡通,http://36.25.232.33:8888/udp/233.50.201.73:5140
哈哈炫动,http://36.25.232.33:8888/udp/233.50.201.74:5140
动漫秀场,http://36.25.232.33:8888/udp/233.50.201.184:5140
游戏风云,http://36.25.232.33:8888/udp/233.50.201.183:5140
乐游,http://36.25.232.33:8888/udp/233.50.201.185:5140
金色学堂,http://36.25.232.33:8888/udp/233.50.201.186:5140
生活时尚,http://36.25.232.33:8888/udp/233.50.201.187:5140
茶频道,http://36.25.232.33:8888/udp/233.50.201.188:5140
快乐垂钓,http://36.25.232.33:8888/udp/233.50.201.109:5140
BesTV,http://36.25.232.33:8888/udp/233.50.201.201:5140
中国蓝直播,http://36.25.232.33:8888/udp/233.50.201.193:5140
新视觉HD,http://36.25.232.33:8888/udp/233.50.201.244:5140
欢笑剧场,http://36.25.232.33:8888/udp/233.50.201.189:5140
都市剧场,http://36.25.232.33:8888/udp/233.50.201.190:5140
电视购物,http://36.25.232.33:8888/udp/233.50.201.248:5140
家有购物,http://36.25.232.33:8888/udp/233.50.201.90:5140
游戏频道,http://36.25.232.33:8888/udp/233.50.201.207:5140
游戏频道,http://36.25.232.33:8888/udp/233.50.201.215:5140
未知频道,http://36.25.232.33:8888/udp/233.50.201.224:5140
中国蓝直播,http://36.25.232.33:8888/udp/233.50.201.108:5140
浙江之声广播,http://36.25.232.33:8888/udp/233.50.201.79:5140
浙江新闻广播,http://36.25.232.33:8888/udp/233.50.201.80:5140
经济频道广播,http://36.25.232.33:8888/udp/233.50.201.81:5140
音乐调频广播,http://36.25.232.33:8888/udp/233.50.201.82:5140
交通之声广播,http://36.25.232.33:8888/udp/233.50.201.83:5140
旅游之声广播,http://36.25.232.33:8888/udp/233.50.201.84:5140
城市之声广播,http://36.25.232.33:8888/udp/233.50.201.85:5140
民生资讯广播,http://36.25.232.33:8888/udp/233.50.201.86:5140

CCTV1,http://115.221.83.182:8888/udp/233.50.201.118:5140
CCTV2,http://115.221.83.182:8888/udp/233.50.201.119:5140
CCTV3,http://115.221.83.182:8888/udp/233.50.201.196:5140
CCTV4,http://115.221.83.182:8888/udp/233.50.201.4:5140
CCTV5,http://115.221.83.182:8888/udp/233.50.201.197:5140
CCTV5+,http://115.221.83.182:8888/udp/233.50.201.220:5140
CCTV6,http://115.221.83.182:8888/udp/233.50.201.198:5140
CCTV7,http://115.221.83.182:8888/udp/233.50.201.120:5140
CCTV8,http://115.221.83.182:8888/udp/233.50.201.199:5140
CCTV9,http://115.221.83.182:8888/udp/233.50.201.121:5140
CCTV10,http://115.221.83.182:8888/udp/233.50.201.122:5140
CCTV11,http://115.221.83.182:8888/udp/233.50.201.11:5140
CCTV12,http://115.221.83.182:8888/udp/233.50.201.123:5140
CCTV13,http://115.221.83.182:8888/udp/233.50.201.246:5140
CCTV14,http://115.221.83.182:8888/udp/233.50.201.124:5140
CCTV15,http://115.221.83.182:8888/udp/233.50.201.15:5140
CCTV16 4k,http://115.221.83.182:8888/udp/233.50.201.63:5140
CCTV16,http://115.221.83.182:8888/udp/233.50.201.192:5140
CCTV17,http://115.221.83.182:8888/udp/233.50.201.35:5140
浙江卫视,http://115.221.83.182:8888/udp/233.50.201.100:5140
深圳卫视,http://115.221.83.182:8888/udp/233.50.201.101:5140
广东卫视,http://115.221.83.182:8888/udp/233.50.201.102:5140
湖南卫视,http://115.221.83.182:8888/udp/233.50.201.103:5140
天津卫视,http://115.221.83.182:8888/udp/233.50.201.104:5140
山东卫视,http://115.221.83.182:8888/udp/233.50.201.105:5140
江苏卫视,http://115.221.83.182:8888/udp/233.50.201.106:5140
北京卫视,http://115.221.83.182:8888/udp/233.50.201.107:5140
四川卫视,http://115.221.83.182:8888/udp/233.50.201.139:5140
河北卫视,http://115.221.83.182:8888/udp/233.50.201.140:5140
辽宁卫视,http://115.221.83.182:8888/udp/233.50.201.141:5140
贵州卫视,http://115.221.83.182:8888/udp/233.50.201.142:5140
重庆卫视,http://115.221.83.182:8888/udp/233.50.201.143:5140
河南卫视,http://115.221.83.182:8888/udp/233.50.201.144:5140
江西卫视,http://115.221.83.182:8888/udp/233.50.201.145:5140
东南卫视,http://115.221.83.182:8888/udp/233.50.201.146:5140
安徽卫视,http://115.221.83.182:8888/udp/233.50.201.113:5140
湖北卫视,http://115.221.83.182:8888/udp/233.50.201.114:5140
黑龙江卫视,http://115.221.83.182:8888/udp/233.50.201.115:5140
东方卫视,http://115.221.83.182:8888/udp/233.50.201.125:5140
内蒙古卫视,http://115.221.83.182:8888/udp/233.50.201.148:5140
甘肃卫视,http://115.221.83.182:8888/udp/233.50.201.149:5140
海南卫视,http://115.221.83.182:8888/udp/233.50.201.55:5140
青海卫视,http://115.221.83.182:8888/udp/233.50.201.65:5140
西藏卫视,http://115.221.83.182:8888/udp/233.50.201.70:5140
陕西卫视,http://115.221.83.182:8888/udp/233.50.201.59:5140
兵团卫视,http://115.221.83.182:8888/udp/233.50.201.72:5140
山西卫视,http://115.221.83.182:8888/udp/233.50.201.51:5140
宁夏卫视,http://115.221.83.182:8888/udp/233.50.201.57:5140
广西卫视,http://115.221.83.182:8888/udp/233.50.201.49:5140
云南卫视,http://115.221.83.182:8888/udp/233.50.201.46:5140
吉林卫视,http://115.221.83.182:8888/udp/233.50.201.48:5140
中国教育一套,http://115.221.83.182:8888/udp/233.50.201.75:5140
中国教育四套,http://115.221.83.182:8888/udp/233.50.201.172:5140
凤凰卫视中文,http://115.221.83.182:8888/udp/233.50.200.191:5140
凤凰卫视资讯,http://115.221.83.182:8888/udp/233.50.200.192:5140
CGTN,http://115.221.83.182:8888/udp/233.50.201.126:5140
CGTN-西班牙语,http://115.221.83.182:8888/udp/233.50.201.36:5140
CGTN-法语,http://115.221.83.182:8888/udp/233.50.201.37:5140
CGTN-阿拉伯语,http://115.221.83.182:8888/udp/233.50.201.38:5140
CGTN-俄语,http://115.221.83.182:8888/udp/233.50.201.39:5140
钱江频道,http://115.221.83.182:8888/udp/233.50.201.132:5140
浙江经济生活,http://115.221.83.182:8888/udp/233.50.201.133:5140
浙江教育,http://115.221.83.182:8888/udp/233.50.201.134:5140
浙江民生,http://115.221.83.182:8888/udp/233.50.201.136:5140
浙江news,http://115.221.83.182:8888/udp/233.50.201.137:5140
浙江少儿,http://115.221.83.182:8888/udp/233.50.201.138:5140
杭州1综合,http://115.221.83.182:8888/udp/233.50.201.173:5140
杭州2明珠,http://115.221.83.182:8888/udp/233.50.201.174:5140
杭州3生活,http://115.221.83.182:8888/udp/233.50.201.175:5140
杭州4影视,http://115.221.83.182:8888/udp/233.50.201.176:5140
杭州5青少,http://115.221.83.182:8888/udp/233.50.201.177:5140
杭州导视,/rtp/233.50.201.182:5140
极速汽车,http://115.221.83.182:8888/udp/233.50.201.208:5140
宁波TV1,http://115.221.83.182:8888/udp/233.50.201.168:5140
宁波TV2,http://115.221.83.182:8888/udp/233.50.201.178:5140
宁波TV3,http://115.221.83.182:8888/udp/233.50.201.179:5140
宁波TV4,http://115.221.83.182:8888/udp/233.50.201.180:5140
宁波TV5,http://115.221.83.182:8888/udp/233.50.201.181:5140
温州新闻,http://115.221.83.182:8888/udp/233.50.201.87:5140
衢州新闻,http://115.221.83.182:8888/udp/233.50.201.155:5140
绍兴新闻,http://115.221.83.182:8888/udp/233.50.201.156:5140
台州-1,http://115.221.83.182:8888/udp/233.50.201.157:5140
湖州公共,http://115.221.83.182:8888/udp/233.50.201.158:5140
金华新闻,http://115.221.83.182:8888/udp/233.50.201.161:5140
丽水新闻,http://115.221.83.182:8888/udp/233.50.201.162:5140
嘉兴新闻,http://115.221.83.182:8888/udp/233.50.201.163:5140
桐乡新闻,http://115.221.83.182:8888/udp/233.50.201.169:5140
杭州导视,http://115.221.83.182:8888/udp/233.50.201.182:5140
之江记录,http://115.221.83.182:8888/udp/233.50.202.25:5140
优优宝贝,http://115.221.83.182:8888/udp/233.50.202.24:5140
YMG新闻,/rtp/233.50.201.159:5140
法制天地,http://115.221.83.182:8888/udp/233.50.201.191:5140
金鹰卡通,http://115.221.83.182:8888/udp/233.50.201.73:5140
哈哈炫动,http://115.221.83.182:8888/udp/233.50.201.74:5140
动漫秀场,http://115.221.83.182:8888/udp/233.50.201.184:5140
游戏风云,http://115.221.83.182:8888/udp/233.50.201.183:5140
乐游,http://115.221.83.182:8888/udp/233.50.201.185:5140
金色学堂,http://115.221.83.182:8888/udp/233.50.201.186:5140
生活时尚,http://115.221.83.182:8888/udp/233.50.201.187:5140
茶频道,http://115.221.83.182:8888/udp/233.50.201.188:5140
快乐垂钓,http://115.221.83.182:8888/udp/233.50.201.109:5140
BesTV,http://115.221.83.182:8888/udp/233.50.201.201:5140
中国蓝直播,http://115.221.83.182:8888/udp/233.50.201.193:5140
新视觉HD,http://115.221.83.182:8888/udp/233.50.201.244:5140
欢笑剧场,http://115.221.83.182:8888/udp/233.50.201.189:5140
都市剧场,http://115.221.83.182:8888/udp/233.50.201.190:5140
电视购物,http://115.221.83.182:8888/udp/233.50.201.248:5140
家有购物,http://115.221.83.182:8888/udp/233.50.201.90:5140
游戏频道,http://115.221.83.182:8888/udp/233.50.201.207:5140
游戏频道,http://115.221.83.182:8888/udp/233.50.201.215:5140
未知频道,http://115.221.83.182:8888/udp/233.50.201.224:5140
中国蓝直播,http://115.221.83.182:8888/udp/233.50.201.108:5140
浙江之声广播,http://115.221.83.182:8888/udp/233.50.201.79:5140
浙江新闻广播,http://115.221.83.182:8888/udp/233.50.201.80:5140
经济频道广播,http://115.221.83.182:8888/udp/233.50.201.81:5140
音乐调频广播,http://115.221.83.182:8888/udp/233.50.201.82:5140
交通之声广播,http://115.221.83.182:8888/udp/233.50.201.83:5140
旅游之声广播,http://115.221.83.182:8888/udp/233.50.201.84:5140
城市之声广播,http://115.221.83.182:8888/udp/233.50.201.85:5140
民生资讯广播,http://115.221.83.182:8888/udp/233.50.201.86:5140

💝陕西移动,#genre#
CCTV1,http://39.134.18.196/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226231/index.m3u8
CCTV2,http://39.134.18.196/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226195/index.m3u8
CCTV3,http://39.134.18.196/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226397/index.m3u8
CCTV4,http://39.134.18.196/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226191/index.m3u8
CCTV5,http://39.134.18.196/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226395/index.m3u8
CCTV5+,http://39.134.18.196/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226221/index.m3u8
CCTV6,http://39.134.18.196/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226393/index.m3u8
CCTV7,http://39.134.18.196/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226192/index.m3u8
CCTV8,http://39.134.18.196/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226391/index.m3u8
CCTV9,http://39.134.18.196/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226197/index.m3u8
CCTV10,http://39.134.18.196/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226189/index.m3u8
CCTV11,http://39.134.18.196/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226240/index.m3u8
CCTV12,http://39.134.18.196/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226190/index.m3u8
CCTV13,http://39.134.18.196/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226233/index.m3u8
CCTV14,http://39.134.18.196/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226193/index.m3u8
CCTV16,http://39.134.18.196/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226921/index.m3u8
CETV2,http://39.134.18.196/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225756/index.m3u8
CETV3,http://39.134.18.196/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226226/index.m3u8
重庆卫视,http://39.134.18.196/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226202/index.m3u8
安徽卫视,http://39.134.18.196/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226203/index.m3u8
山东卫视,http://39.134.18.196/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226209/index.m3u8
东南卫视,http://39.134.18.196/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225766/index.m3u8
厦门卫视,http://39.134.18.196/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226219/index.m3u8
湖北卫视,http://39.134.18.196/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226194/index.m3u8
辽宁卫视,http://39.134.18.196/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226201/index.m3u8
吉林卫视,http://39.134.18.196/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225792/index.m3u8
广西卫视,http://39.134.18.196/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225770/index.m3u8
北京卫视,http://39.134.18.196/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226222/index.m3u8
宁夏卫视,http://39.134.18.196/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225748/index.m3u8
内蒙古卫视,http://39.134.18.196/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225786/index.m3u8
风云足球,http://39.134.18.196/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226984/index.m3u8
风云音乐,http://39.134.18.196/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226953/index.m3u8
怀旧剧场,http://39.134.18.196/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226972/index.m3u8
兵器科技,http://39.134.18.196/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226975/index.m3u8
高尔夫网球,http://39.134.18.196/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226978/index.m3u8
CHC高清电影,http://39.134.18.196/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226463/index.m3u8
CHC家庭影院,http://39.134.18.196/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226462/index.m3u8
CHC动作电影,http://39.134.18.196/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226465/index.m3u8
西安新闻综合,http://39.134.18.196/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226366/1.m3u8
西安都市,http://39.134.18.196/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226367/1.m3u8
西安影视,http://39.134.18.196/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226369/1.m3u8
宝鸡-2,http://39.134.18.196/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226384/1.m3u8
安康-1,http://39.134.18.196/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226385/1.m3u8

🐼中央电视,#genre#

CCTV1,http://39.134.67.108/PLTV/88888888/224/3221225816/1.m3u8$移动|回看
CCTV2,http://39.134.67.108/PLTV/88888888/224/3221225599/1.m3u8$移动|回看
CCTV3,http://39.134.67.108/PLTV/88888888/224/3221225799/1.m3u8$移动|回看
CCTV4,http://39.134.67.108/PLTV/88888888/224/3221225797/1.m3u8$移动|回看
CCTV5,http://39.134.67.108/PLTV/88888888/224/3221225818/1.m3u8$移动|回看
CCTV5+,http://39.134.67.108/PLTV/88888888/224/3221225507/1.m3u8$移动|回看
CCTV6,http://39.134.67.108/PLTV/88888888/224/3221225814/1.m3u8$移动|回看
CCTV7,http://39.134.67.108/PLTV/88888888/224/3221225671/1.m3u8$移动|回看
CCTV8,http://39.134.67.108/PLTV/88888888/224/3221225795/1.m3u8$移动|回看
CCTV9,http://39.134.67.108/PLTV/88888888/224/3221225676/1.m3u8$移动|回看
CCTV10,http://39.134.67.108/PLTV/88888888/224/3221225677/1.m3u8$移动|回看
CCTV11,http://39.134.67.108/PLTV/88888888/224/3221225517/1.m3u8$移动|回看
CCTV12,http://39.134.67.108/PLTV/88888888/224/3221225669/1.m3u8$移动|回看
CCTV13,http://39.134.67.108/PLTV/88888888/224/3221225812/1.m3u8$移动|回看
CCTV14,http://39.134.67.108/PLTV/88888888/224/3221225674/1.m3u8$移动|回看
CCTV15,http://39.134.67.108/PLTV/88888888/224/3221225513/1.m3u8$移动|回看
CCTV16,http://39.134.67.108/PLTV/88888888/224/3221225893/1.m3u8$移动|回看
CCTV17,http://39.134.67.108/PLTV/88888888/224/3221225708/1.m3u8$移动|回看
CCTV1,http://39.134.67.108/PLTV/88888888/224/3221226119/1.m3u8$移动高清|回看
CCTV11,http://39.134.67.108/PLTV/88888888/224/3221226123/1.m3u8$移动高清|回看
CCTV13,http://39.134.67.108/PLTV/88888888/224/3221226125/1.m3u8$移动高清|回看
CCTV10,http://39.134.67.108/PLTV/88888888/224/3221226128/1.m3u8$移动高清|回看

CCTV-1,http://120.192.226.35:8009/hls/501/index.m3u8

CCTV-2,http://120.192.226.35:8009/hls/502/index.m3u8

CCTV-3-高清,http://120.192.226.35:8009/hls/3/index.m3u8

CCTV-4,http://120.192.226.35:8009/hls/4/index.m3u8

CCTV-5-高清,http://120.192.226.35:8009/hls/503/index.m3u8

CCTV-6-高清,http://120.192.226.35:8009/hls/6/index.m3u8

CCTV-7,http://120.192.226.35:8009/hls/504/index.m3u8

CCTV-8-高清,http://120.192.226.35:8009/hls/8/index.m3u8

CCTV-9,http://120.192.226.35:8009/hls/509/index.m3u8

CCTV-10,http://120.192.226.35:8009/hls/506/index.m3u8

CCTV-11,http://120.192.226.35:8009/hls/11/index.m3u8

CCTV-12,http://120.192.226.35:8009/hls/507/index.m3u8

CCTV-13,http://120.192.226.35:8009/hls/13/index.m3u8

CCTV-少儿,http://120.192.226.35:8009/hls/14/index.m3u8

CCTV-15(音乐),http://120.192.226.35:8009/hls/15/index.m3u8

CCTV-NEWS,http://120.192.226.35:8009/hls/16/index.m3u8

东方卫视,http://120.192.226.35:8009/hls/31/index.m3u8

湖南卫视,http://120.192.226.35:8009/hls/32/index.m3u8

江苏卫视,http://120.192.226.35:8009/hls/33/index.m3u8

浙江卫视,http://120.192.226.35:8009/hls/34/index.m3u8

北京卫视,http://120.192.226.35:8009/hls/35/index.m3u8

广东卫视,http://120.192.226.35:8009/hls/36/index.m3u8

深圳卫视,http://120.192.226.35:8009/hls/37/index.m3u8

黑龙江卫视,http://120.192.226.35:8009/hls/38/index.m3u8

湖北卫视,http://120.192.226.35:8009/hls/39/index.m3u8

山东卫视,http://120.192.226.35:8009/hls/40/index.m3u8

四川卫视,http://120.192.226.35:8009/hls/41/index.m3u8

安徽卫视,http://120.192.226.35:8009/hls/42/index.m3u8

重庆卫视,http://120.192.226.35:8009/hls/43/index.m3u8

东南卫视,http://120.192.226.35:8009/hls/45/index.m3u8

天津卫视,http://120.192.226.35:8009/hls/44/index.m3u8

河南卫视,http://120.192.226.35:8009/hls/46/index.m3u8

江西卫视,http://120.192.226.35:8009/hls/47/index.m3u8

吉林卫视,http://120.192.226.35:8009/hls/48/index.m3u8

山西卫视,http://120.192.226.35:8009/hls/49/index.m3u8

贵州卫视,http://120.192.226.35:8009/hls/50/index.m3u8

甘肃卫视,http://120.192.226.35:8009/hls/51/index.m3u8

宁夏卫视,http://120.192.226.35:8009/hls/52/index.m3u8

广西卫视,http://120.192.226.35:8009/hls/53/index.m3u8

辽宁卫视,http://120.192.226.35:8009/hls/54/index.m3u8

河北卫视,http://120.192.226.35:8009/hls/55/index.m3u8

云南卫视,http://120.192.226.35:8009/hls/56/index.m3u8

旅游卫视,http://120.192.226.35:8009/hls/57/index.m3u8

青海卫视,http://120.192.226.35:8009/hls/58/index.m3u8

西藏卫视,http://120.192.226.35:8009/hls/59/index.m3u8

内蒙古卫视,http://120.192.226.35:8009/hls/60/index.m3u8


陕西卫视,http://120.192.226.35:8009/hls/17/index.m3u8

新疆卫视,http://120.192.226.35:8009/hls/61/index.m3u8

东方财经,http://120.192.226.35:8009/hls/63/index.m3u8

嘉佳卡通,http://120.192.226.35:8009/hls/66/index.m3u8

金鹰卡通,http://120.192.226.35:8009/hls/67/index.m3u8

动漫秀场,http://120.192.226.35:8009/hls/68/index.m3u8

生活时尚,http://120.192.226.35:8009/hls/71/index.m3u8

篮球频道,http://120.192.226.35:8009/hls/64/index.m3u8

都市剧场,http://120.192.226.35:8009/hls/72/index.m3u8

全记实,http://120.192.226.35:8009/hls/75/index.m3u8

法制天地,http://120.192.226.35:8009/hls/76/index.m3u8

欢笑剧场,http://120.192.226.35:8009/hls/78/index.m3u8

游戏风云,http://120.192.226.35:8009/hls/77/index.m3u8

CCTV1,http://60.29.124.66:6080/hls/12/index.m3u8$天津联通酒店
CCTV2,http://60.29.124.66:6080/hls/13/index.m3u8$天津联通酒店
CCTV3,http://60.29.124.66:6080/hls/14/index.m3u8$天津联通酒店
CCTV4,http://60.29.124.66:6080/hls/15/index.m3u8$天津联通酒店
CCTV5,http://60.29.124.66:6080/hls/16/index.m3u8$天津联通酒店
CCTV6,http://60.29.124.66:6080/hls/17/index.m3u8$天津联通酒店
CCTV7,http://60.29.124.66:6080/hls/18/index.m3u8$天津联通酒店
CCTV8,http://60.29.124.66:6080/hls/19/index.m3u8$天津联通酒店
CCTV9,http://60.29.124.66:6080/hls/20/index.m3u8$天津联通酒店
CCTV10,http://60.29.124.66:6080/hls/21/index.m3u8$天津联通酒店
CCTV11,http://60.29.124.66:6080/hls/22/index.m3u8$天津联通酒店
CCTV13,http://60.29.124.66:6080/hls/23/index.m3u8$天津联通酒店
CCTV14,http://60.29.124.66:6080/hls/25/index.m3u8$天津联通酒店
CCTV15,http://60.29.124.66:6080/hls/26/index.m3u8$天津联通酒店

//中国教育电视台

CETV1,http://39.134.67.108/PLTV/88888888/224/3221225563/1.m3u8$移动|回看
CETV4,http://39.134.67.108/PLTV/88888888/224/3221225750/1.m3u8$移动|回看

CETV早期教育

🐼全国卫视,#genre#

浙江卫视,http://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8
江苏卫视,http://106.53.99.30/dl/jstv.php?id=jsws
东方卫视,http://8.138.7.223/tv/dl/sh.php?id=dfws
山东卫视,http://lives.jnnews.tv/video/s10001-SDTV/index.m3u8
延边卫视,http://live.ybtvyun.com/video/s10006-44f040627ca1/index.m3u8#http://live.ybtvyun.com/video/s10016-6f0dfd97912f/index.m3u8
内蒙古卫视,https://livestream-bt.nmtv.cn/nmtv/2314general.m3u8?txSecret=dc348a27bd36fe1bd63562af5e7269ea&txTime=771EF880
厦门卫视,https://live1b.kxm.xmtv.cn/xmtvbf/playlist.m3u8 
厦门卫视,https://live1b.kxm.xmtv.cn/xmtvbf/tvzb/live.m3u8 

兵团卫视,http://liveout.btzx.com.cn/62ds9e/yil08g.m3u8#https://test5.btzx.com.cn/live/2023bt.stream/playlist.m3u8
河北卫视,http://tv.pull.hebtv.com/jishi/weishipindao.m3u8?t=2510710360&k=f1b16a3a3866dafecb94ec2bb4160e58
河北卫视,http://hls.hsrtv.cn/live/hbws.m3u8
甘肃卫视,https://hlss.gstv.com.cn/49048r/6e1sy2.m3u8
云南卫视,http://hwzbout.yntv.net/62hdvf/41hse3.flv
山东卫视,http://lives.jnnews.tv/video/s10001-SDTV/index.m3u8
宁夏卫视,http://stream.nxtv.com.cn/wspd/sd/live.m3u8
安多卫视,http://stream.qhbtv.com/adws/sd/live.m3u8
西藏卫视,http://php.jdshipin.com:8880/xztv.php?id=ws
藏语卫视,http://php.jdshipin.com:8880/xztv.php?id=zy

安徽卫视,http://39.134.67.108/PLTV/88888888/224/3221225923/1.m3u8$移动|回看
安徽卫视,http://39.134.67.108/PLTV/88888888/224/3221225925/1.m3u8$移动高清|回看
北京卫视,http://39.134.67.108/PLTV/88888888/224/3221225927/1.m3u8$移动|回看
北京卫视,http://39.134.67.108/PLTV/88888888/224/3221225931/1.m3u8$移动高清|回看
